,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
10673,University of California-Santa Barbara,University of California-Santa Barbara,34.4151,-119.8568,United States,US,USA,California,,11912.0,1840153164
10691,Guttenberg,Guttenberg,40.7928,-74.0049,United States,US,USA,New Jersey,,11833.0,1840003597
10692,Wallington,Wallington,40.8536,-74.1069,United States,US,USA,New Jersey,,11833.0,1840000922
10696,Rossmoor,Rossmoor,33.7887,-118.0803,United States,US,USA,California,,11822.0,1840019320
10698,North Wantagh,North Wantagh,40.6983,-73.5086,United States,US,USA,New York,,11807.0,1840005245
10700,Bound Brook,Bound Brook,40.5676,-74.5383,United States,US,USA,New Jersey,,11799.0,1840001053
10707,Signal Hill,Signal Hill,33.803,-118.1681,United States,US,USA,California,,11780.0,1840021868
10710,La Riviera,La Riviera,38.5683,-121.3544,United States,US,USA,California,,11723.0,1840028382
10713,Oak Hills,Oak Hills,45.5405,-122.8413,United States,US,USA,Oregon,,11715.0,1840034830
10731,Wilton Manors,Wilton Manors,26.1593,-80.1395,United States,US,USA,Florida,,11525.0,1840016004
10736,Clawson,Clawson,42.5367,-83.1504,United States,US,USA,Michigan,,11482.0,1840002440
10747,Hillcrest,Hillcrest,35.379,-118.9578,United States,US,USA,California,,11443.0,1840145203
10754,Cherry Creek,Cherry Creek,39.6094,-104.8645,United States,US,USA,Colorado,,11389.0,1840028588
10756,Suffern,Suffern,41.1138,-74.1422,United States,US,USA,New York,,11376.0,1840004987
10758,Piedmont,Piedmont,37.8225,-122.2301,United States,US,USA,California,,11368.0,1840020297
10764,View Park-Windsor Hills,View Park-Windsor Hills,33.9955,-118.3483,United States,US,USA,California,,11313.0,1840074686
10782,North Lindenhurst,North Lindenhurst,40.7072,-73.3859,United States,US,USA,New York,,11144.0,1840005058
10788,Summit,Summit,41.7877,-87.8146,United States,US,USA,Illinois,,11098.0,1840011329
10793,Great Neck,Great Neck,40.8029,-73.7333,United States,US,USA,New York,,11034.0,1840005290
10796,East Bakersfield,East Bakersfield,35.3832,-118.9743,United States,US,USA,California,,11025.0,1840150305
10800,Lansdowne,Lansdowne,39.9408,-75.276,United States,US,USA,Pennsylvania,,11007.0,1840000700
10801,Northbrook,Northbrook,39.2467,-84.5796,United States,US,USA,Ohio,,11005.0,1840034123
10803,Waipio,Waipio,21.4143,-157.9966,United States,US,USA,Hawaii,,10989.0,1840029589
10807,Little Ferry,Little Ferry,40.8464,-74.0388,United States,US,USA,New Jersey,,10973.0,1840003534
10835,Westwood Lakes,Westwood Lakes,25.7237,-80.3717,United States,US,USA,Florida,,10706.0,1840028796
10838,Timberlane,Timberlane,29.8781,-90.0303,United States,US,USA,Louisiana,,10697.0,1840031154
10839,Darby,Darby,39.921,-75.261,United States,US,USA,Pennsylvania,,10688.0,1840000695
10840,West Haverstraw,West Haverstraw,41.2063,-73.9884,United States,US,USA,New York,,10665.0,1840004990
10842,Citrus,Citrus,34.116,-117.8891,United States,US,USA,California,,10626.0,1840017916
10843,Del Aire,Del Aire,33.9167,-118.3693,United States,US,USA,California,,10617.0,1840028367
10852,Inwood,Inwood,40.6219,-73.7506,United States,US,USA,New York,,10533.0,1840005267
10855,Potomac Park,Potomac Park,35.3636,-118.965,United States,US,USA,California,,10517.0,1840147389
10865,Watervliet,Watervliet,42.7243,-73.7068,United States,US,USA,New York,,10363.0,1840002495
10869,Woodlyn,Woodlyn,39.8774,-75.3445,United States,US,USA,Pennsylvania,,10332.0,1840035266
10873,New Hyde Park,New Hyde Park,40.7323,-73.6858,United States,US,USA,New York,,10262.0,1840005313
10874,Richmond Heights,Richmond Heights,25.6347,-80.3721,United States,US,USA,Florida,,10256.0,1840014249
10880,Brookdale,Brookdale,40.8348,-74.1798,United States,US,USA,New Jersey,,10134.0,1840024254
10883,East Rockaway,East Rockaway,40.6432,-73.6672,United States,US,USA,New York,,10108.0,1840005343
10887,West Perrine,West Perrine,25.6061,-80.3639,United States,US,USA,Florida,,10093.0,1840029018
10889,Blacklick Estates,Blacklick Estates,39.9049,-82.8655,United States,US,USA,Ohio,,10066.0,1840034379
10890,Maywood,Maywood,40.9025,-74.0634,United States,US,USA,New Jersey,,10049.0,1840003536
10891,Capitola,Capitola,36.9773,-121.9537,United States,US,USA,California,,10041.0,1840018959
10892,Roslyn,Roslyn,40.1311,-75.1374,United States,US,USA,Pennsylvania,,10009.0,1840035292
10894,Brentwood,Brentwood,40.3734,-79.9757,United States,US,USA,Pennsylvania,,9999.0,1840001212
10895,East Whittier,East Whittier,33.9244,-117.9887,United States,US,USA,California,,9995.0,1840019205
10896,Lake Hiawatha,Lake Hiawatha,40.8816,-74.3826,United States,US,USA,New Jersey,,9987.0,1840033318
10900,Wood-Ridge,Wood-Ridge,40.8508,-74.0878,United States,US,USA,New Jersey,,9865.0,1840000925
10901,August,August,37.9797,-121.2625,United States,US,USA,California,,9829.0,1840028357
10902,Charter Oak,Charter Oak,34.1025,-117.8564,United States,US,USA,California,,9825.0,1840017919
10903,Stonegate,Stonegate,39.5357,-104.8032,United States,US,USA,Colorado,,9822.0,1840028570
10906,Keansburg,Keansburg,40.4469,-74.1315,United States,US,USA,New Jersey,,9781.0,1840003690
10907,Jacinto City,Jacinto City,29.7663,-95.241,United States,US,USA,Texas,,9734.0,1840019619
10908,Lincoln Village,Lincoln Village,39.9532,-83.1314,United States,US,USA,Ohio,,9720.0,1840034388
10915,Orange Cove,Orange Cove,36.6211,-119.3188,United States,US,USA,California,,9680.0,1840020322
10916,Boulder Hill,Boulder Hill,41.7113,-88.3353,United States,US,USA,Illinois,,9675.0,1840004821
10920,West Athens,West Athens,33.9235,-118.3033,United States,US,USA,California,,9621.0,1840028403
10923,Bladensburg,Bladensburg,38.9424,-76.9264,United States,US,USA,Maryland,,9591.0,1840005981
10924,Aiea,Aiea,21.3865,-157.9232,United States,US,USA,Hawaii,,9527.0,1840029469
10925,River Road,River Road,44.0833,-123.132,United States,US,USA,Oregon,,9526.0,1840034832
10930,New Square,New Square,41.141,-74.0294,United States,US,USA,New York,,9433.0,1840004980
10931,Plainedge,Plainedge,40.7241,-73.477,United States,US,USA,New York,,9428.0,1840005249
10936,Marina del Rey,Marina del Rey,33.9765,-118.4486,United States,US,USA,California,,9355.0,1840017920
10938,South Amboy,South Amboy,40.4852,-74.2831,United States,US,USA,New Jersey,,9320.0,1840001333
10942,Leisure World,Leisure World,39.1023,-77.0689,United States,US,USA,Maryland,,9291.0,1840073671
10943,Leonia,Leonia,40.8638,-73.99,United States,US,USA,New Jersey,,9283.0,1840000904
10947,Seven Corners,Seven Corners,38.8658,-77.1445,United States,US,USA,Virginia,,9191.0,1840006038
10950,Coral Hills,Coral Hills,38.8706,-76.9215,United States,US,USA,Maryland,,9169.0,1840005950
10957,Conshohocken,Conshohocken,40.0772,-75.3034,United States,US,USA,Pennsylvania,,9104.0,1840003697
10962,Temple Hills,Temple Hills,38.8106,-76.9495,United States,US,USA,Maryland,,9037.0,1840005967
10963,Derby,Derby,39.84,-104.9172,United States,US,USA,Colorado,,8995.0,1840028576
10964,Westgate,Westgate,26.6994,-80.0989,United States,US,USA,Florida,,8981.0,1840042909
10965,Harwood Heights,Harwood Heights,41.9663,-87.8057,United States,US,USA,Illinois,,8978.0,1840011252
10966,Haledon,Haledon,40.9363,-74.1887,United States,US,USA,New Jersey,,8936.0,1840003512
10971,Stony Brook University,Stony Brook University,40.9098,-73.1217,United States,US,USA,New York,,8868.0,1840042758
10972,Collingdale,Collingdale,39.9151,-75.2776,United States,US,USA,Pennsylvania,,8857.0,1840000693
10975,Bogota,Bogota,40.8751,-74.0293,United States,US,USA,New Jersey,,8830.0,1840000894
10978,Caldwell,Caldwell,40.8389,-74.2776,United States,US,USA,New Jersey,,8800.0,1840005354
10980,North Kensington,North Kensington,39.0393,-77.0723,United States,US,USA,Maryland,,8771.0,1840031382
10986,La Cresta,La Cresta,35.3972,-118.9892,United States,US,USA,California,,8726.0,1840147387
10989,Audubon,Audubon,39.8906,-75.0722,United States,US,USA,New Jersey,,8693.0,1840003775
10990,Cheviot,Cheviot,39.1577,-84.6139,United States,US,USA,Ohio,,8683.0,1840003813
10992,Hillcrest,Hillcrest,41.1298,-74.035,United States,US,USA,New York,,8667.0,1840004967
10994,Swissvale,Swissvale,40.4206,-79.8859,United States,US,USA,Pennsylvania,,8645.0,1840001264
10996,Malverne,Malverne,40.6746,-73.6721,United States,US,USA,New York,,8583.0,1840005305
10997,University of California-Davis,University of California-Davis,38.5378,-121.7579,United States,US,USA,California,,8532.0,1840042938
11001,Broadview Park,Broadview Park,26.0978,-80.209,United States,US,USA,Florida,,8505.0,1840028918
11021,Montpelier,Montpelier,44.2659,-72.5717,United States,US,USA,Vermont,admin,7966.0,1840002187
11872,Federal Way,Federal Way,47.3091,-122.3358,United States,US,USA,Washington,,99792.0,1840019826
11874,Manteca,Manteca,37.7927,-121.2264,United States,US,USA,California,,99764.0,1840020265
11880,Lafayette,Lafayette,39.9946,-105.0998,United States,US,USA,Colorado,,99475.0,1840020180
11890,Hesperia,Hesperia,34.3975,-117.3147,United States,US,USA,California,,99287.0,1840020404
11891,La Crosse,La Crosse,43.8241,-91.2268,United States,US,USA,Wisconsin,,99227.0,1840002577
11902,Riverview,Riverview,27.8227,-82.3023,United States,US,USA,Florida,,98928.0,1840014158
11906,Kingsport,Kingsport,36.5224,-82.5454,United States,US,USA,Tennessee,,98767.0,1840014425
11907,Edinburg,Edinburg,26.3196,-98.1597,United States,US,USA,Texas,,98759.0,1840021020
11912,Bowling Green,Bowling Green,36.9716,-86.4378,United States,US,USA,Kentucky,,98537.0,1840013265
11927,Carmel,Carmel,39.965,-86.146,United States,US,USA,Indiana,,98137.0,1840007260
11930,Longview,Longview,32.5193,-94.7622,United States,US,USA,Texas,,98075.0,1840020746
11932,Tracy,Tracy,37.7269,-121.4523,United States,US,USA,California,,98022.0,1840021518
11936,Prescott Valley,Prescott Valley,34.598,-112.3185,United States,US,USA,Arizona,,97901.0,1840021772
11951,Beaverton,Beaverton,45.4779,-122.8168,United States,US,USA,Oregon,,97466.0,1840018556
11952,Portsmouth,Portsmouth,43.058,-70.7826,United States,US,USA,New Hampshire,,97455.0,1840002932
11953,Portsmouth,Portsmouth,36.8468,-76.354,United States,US,USA,Virginia,,97454.0,1840003872
11965,Fishers,Fishers,39.9588,-85.9659,United States,US,USA,Indiana,,97154.0,1840010496
11980,Greece,Greece,43.246,-77.6988,United States,US,USA,New York,,96839.0,1840058136
12005,Sandy,Sandy,40.5709,-111.8506,United States,US,USA,Utah,,96272.0,1840037422
12008,San Tan Valley,San Tan Valley,33.1786,-111.5629,United States,US,USA,Arizona,,96127.0,1840027990
12035,Hanford,Hanford,36.3274,-119.6549,United States,US,USA,California,,95459.0,1840020382
12041,Boca Raton,Boca Raton,26.3752,-80.108,United States,US,USA,Florida,,95347.0,1840014207
12047,Middletown,Middletown,39.5033,-84.3659,United States,US,USA,Ohio,,95296.0,1840003804
12048,Livonia,Livonia,42.3972,-83.3733,United States,US,USA,Michigan,,95294.0,1840003985
12058,Carson,Carson,33.8374,-118.2559,United States,US,USA,California,,95104.0,1840019214
12061,Toms River,Toms River,39.9895,-74.1654,United States,US,USA,New Jersey,,95002.0,1840081605
12071,Lawrence,Lawrence,38.9597,-95.2642,United States,US,USA,Kansas,,94745.0,1840001632
12077,Slidell,Slidell,30.2887,-89.7828,United States,US,USA,Louisiana,,94498.0,1840015911
12079,Greenburgh,Greenburgh,41.033,-73.8412,United States,US,USA,New York,,94459.0,1840087485
12084,Blacksburg,Blacksburg,37.23,-80.4279,United States,US,USA,Virginia,,94398.0,1840006446
12087,San Marcos,San Marcos,33.135,-117.1743,United States,US,USA,California,,94313.0,1840021991
12110,Goodyear,Goodyear,33.2614,-112.3622,United States,US,USA,Arizona,,93651.0,1840020564
12114,Edmond,Edmond,35.6689,-97.416,United States,US,USA,Oklahoma,,93522.0,1840020423
12119,Fall River,Fall River,41.7136,-71.1015,United States,US,USA,Massachusetts,,93339.0,1840000497
12123,Suffolk,Suffolk,36.6953,-76.6398,United States,US,USA,Virginia,,93268.0,1840003873
12124,Terre Haute,Terre Haute,39.466,-87.3751,United States,US,USA,Indiana,,93247.0,1840009671
12140,Missoula,Missoula,46.8751,-114.0214,United States,US,USA,Montana,,92863.0,1840019840
12152,Roswell,Roswell,34.0391,-84.3513,United States,US,USA,Georgia,,92688.0,1840014741
12163,Vineland,Vineland,39.4653,-74.9981,United States,US,USA,New Jersey,,92364.0,1840001551
12168,Plantation,Plantation,26.1259,-80.2617,United States,US,USA,Florida,,92212.0,1840015142
12170,Alafaya,Alafaya,28.528,-81.1868,United States,US,USA,Florida,,92080.0,1840029102
12184,Kirkland,Kirkland,47.697,-122.2057,United States,US,USA,Washington,,91656.0,1840019836
12188,Hamilton,Hamilton,40.2046,-74.6765,United States,US,USA,New Jersey,,91557.0,1840056346
12198,Hoover,Hoover,33.3763,-86.8068,United States,US,USA,Alabama,,91371.0,1840014795
12203,Lawton,Lawton,34.6175,-98.4202,United States,US,USA,Oklahoma,,91247.0,1840020477
12207,Auburn,Auburn,32.6087,-85.4903,United States,US,USA,Alabama,,91047.0,1840013810
12213,Norwalk,Norwalk,41.1144,-73.4215,United States,US,USA,Connecticut,,90821.0,1840004839
12214,O'Fallon,O'Fallon,38.785,-90.7175,United States,US,USA,Missouri,,90802.0,1840008571
12237,Chino,Chino,33.9836,-117.6654,United States,US,USA,California,,90279.0,1840019114
12257,Dover,Dover,43.1887,-70.8845,United States,US,USA,New Hampshire,,89874.0,1840002808
12260,Waukegan,Waukegan,42.3698,-87.8716,United States,US,USA,Illinois,,89751.0,1840010113
12265,Buckeye,Buckeye,33.4314,-112.6429,United States,US,USA,Arizona,,89711.0,1840021939
12266,Town 'n' Country,Town 'n' Country,28.0106,-82.5763,United States,US,USA,Florida,,89679.0,1840029089
12273,Cheektowaga,Cheektowaga,42.9082,-78.7466,United States,US,USA,New York,,89518.0,1840057976
12279,Bloomington,Bloomington,44.8306,-93.3151,United States,US,USA,Minnesota,,89436.0,1840006747
12301,Mount Pleasant,Mount Pleasant,32.8537,-79.8203,United States,US,USA,South Carolina,,88900.0,1840017286
12312,Florence,Florence,34.178,-79.7898,United States,US,USA,South Carolina,,88709.0,1840013643
12319,Newton,Newton,42.3316,-71.2085,United States,US,USA,Massachusetts,,88647.0,1840000433
12331,Livermore,Livermore,37.6868,-121.7607,United States,US,USA,California,,88403.0,1840020294
12352,Rapid City,Rapid City,44.0716,-103.2204,United States,US,USA,South Dakota,,88076.0,1840002180
12357,Decatur,Decatur,39.8557,-88.9342,United States,US,USA,Illinois,,88002.0,1840007269
12359,Dalton,Dalton,34.769,-84.972,United States,US,USA,Georgia,,87944.0,1840014651
12361,Conroe,Conroe,30.3238,-95.4824,United States,US,USA,Texas,,87930.0,1840019586
12381,New Braunfels,New Braunfels,29.6994,-98.1148,United States,US,USA,Texas,,87549.0,1840021341
12397,Jackson,Jackson,42.2431,-84.4038,United States,US,USA,Michigan,,87230.0,1840003173
12406,Muncie,Muncie,40.1989,-85.395,United States,US,USA,Indiana,,87037.0,1840008365
12412,Troy,Troy,42.5817,-83.1457,United States,US,USA,Michigan,,86912.0,1840002434
12424,Clarkstown,Clarkstown,41.1319,-73.966,United States,US,USA,New York,,86783.0,1840087311
12435,Homosassa Springs,Homosassa Springs,28.8119,-82.5392,United States,US,USA,Florida,,86578.0,1840014060
12441,Port Huron,Port Huron,42.9821,-82.4388,United States,US,USA,Michigan,,86440.0,1840003953
12457,Napa,Napa,38.2975,-122.301,United States,US,USA,California,,86130.0,1840020241
12472,Springdale,Springdale,36.1901,-94.1574,United States,US,USA,Arkansas,,85887.0,1840015336
12476,Newport Beach,Newport Beach,33.6151,-117.8668,United States,US,USA,California,,85806.0,1840020581
12486,Anderson,Anderson,40.0891,-85.6892,United States,US,USA,Indiana,,85700.0,1840007242
12487,San Ramon,San Ramon,37.7624,-121.9365,United States,US,USA,California,,85688.0,1840021530
12491,Lake Forest,Lake Forest,33.6605,-117.6714,United States,US,USA,California,,85516.0,1840020591
12493,Colonie,Colonie,42.7396,-73.7874,United States,US,USA,New York,,85430.0,1840004495
12498,Mission,Mission,26.2039,-98.3256,United States,US,USA,Texas,,85311.0,1840021026
12500,Auburn,Auburn,47.3039,-122.2108,United States,US,USA,Washington,,85306.0,1840018416
12501,Brooklyn Park,Brooklyn Park,45.1112,-93.3505,United States,US,USA,Minnesota,,85247.0,1840004023
12506,Bryan,Bryan,30.665,-96.3807,United States,US,USA,Texas,,85204.0,1840019569
12508,Springfield,Springfield,39.93,-83.7959,United States,US,USA,Ohio,,85121.0,1840003765
12509,Hattiesburg,Hattiesburg,31.3074,-89.317,United States,US,USA,Mississippi,,85086.0,1840013878
12516,Westland,Westland,42.3192,-83.3805,United States,US,USA,Michigan,,84961.0,1840001847
12517,Albany,Albany,31.5776,-84.1762,United States,US,USA,Georgia,,84901.0,1840013864
12530,Fort Myers,Fort Myers,26.6194,-81.8302,United States,US,USA,Florida,,84694.0,1840014226
12548,Atascocita,Atascocita,29.9777,-95.1953,United States,US,USA,Texas,,84222.0,1840018251
12560,Redwood City,Redwood City,37.5025,-122.2253,United States,US,USA,California,,83905.0,1840020304
12567,Farmington Hills,Farmington Hills,42.486,-83.3771,United States,US,USA,Michigan,,83749.0,1840002442
12568,Alton,Alton,38.9037,-90.152,United States,US,USA,Illinois,,83705.0,1840007424
12574,Melbourne,Melbourne,28.1086,-80.6627,United States,US,USA,Florida,,83500.0,1840015960
12594,Williamsburg,Williamsburg,37.2693,-76.7076,United States,US,USA,Virginia,,83021.0,1840001720
12609,Madera,Madera,36.963,-120.0778,United States,US,USA,California,,82772.0,1840020300
12616,Warwick,Warwick,41.7062,-71.4334,United States,US,USA,Rhode Island,,82666.0,1840003344
12617,Cranston,Cranston,41.7658,-71.4858,United States,US,USA,Rhode Island,,82654.0,1840003287
12625,Baytown,Baytown,29.7587,-94.9671,United States,US,USA,Texas,,82543.0,1840019616
12629,Largo,Largo,27.9088,-82.7712,United States,US,USA,Florida,,82505.0,1840015114
12645,Kankakee,Kankakee,41.102,-87.8643,United States,US,USA,Illinois,,82095.0,1840008260
12647,Johns Creek,Johns Creek,34.0333,-84.2027,United States,US,USA,Georgia,,82068.0,1840014742
12665,Flagstaff,Flagstaff,35.1872,-111.6194,United States,US,USA,Arizona,,81682.0,1840020335
12675,Franklin,Franklin,35.92,-86.8516,United States,US,USA,Tennessee,,81531.0,1840013380
12699,Joplin,Joplin,37.0757,-94.5018,United States,US,USA,Missouri,,81025.0,1840008771
12707,Parma,Parma,41.3843,-81.7286,United States,US,USA,Ohio,,80880.0,1840003406
12709,Layton,Layton,41.077,-111.962,United States,US,USA,Utah,,80858.0,1840020145
12716,Anderson,Anderson,34.5211,-82.6478,United States,US,USA,South Carolina,,80657.0,1840013579
12747,St. Joseph,St. Joseph,39.7598,-94.821,United States,US,USA,Missouri,,80099.0,1840009549
12754,Plymouth,Plymouth,45.0225,-93.4617,United States,US,USA,Minnesota,,80034.0,1840008929
12770,Zephyrhills,Zephyrhills,28.2409,-82.1797,United States,US,USA,Florida,,79795.0,1840015968
12778,Florence,Florence,34.8303,-87.6655,United States,US,USA,Alabama,,79590.0,1840002083
12783,Pleasanton,Pleasanton,37.6663,-121.8805,United States,US,USA,California,,79558.0,1840020298
12791,Boynton Beach,Boynton Beach,26.5281,-80.0811,United States,US,USA,Florida,,79479.0,1840014208
12798,Texarkana,Texarkana,33.45,-94.0847,United States,US,USA,Texas,,79304.0,1840021987
12801,Folsom,Folsom,38.6668,-121.1422,United States,US,USA,California,,79201.0,1840020246
12820,Pharr,Pharr,26.1685,-98.1904,United States,US,USA,Texas,,78997.0,1840021030
12827,Homestead,Homestead,25.4665,-80.4472,United States,US,USA,Florida,,78885.0,1840015159
12833,Valdosta,Valdosta,30.8502,-83.2788,United States,US,USA,Georgia,,78786.0,1840015894
12839,Upland,Upland,34.1178,-117.6604,United States,US,USA,California,,78624.0,1840021730
12850,Newark,Newark,40.0706,-82.425,United States,US,USA,Ohio,,78447.0,1840001419
12851,Elizabethtown,Elizabethtown,37.7031,-85.8773,United States,US,USA,Kentucky,,78446.0,1840013218
12854,St. Augustine,St. Augustine,29.8976,-81.31,United States,US,USA,Florida,,78386.0,1840015935
12856,Rancho Cordova,Rancho Cordova,38.5737,-121.2527,United States,US,USA,California,,78358.0,1840020248
12862,Chino Hills,Chino Hills,33.9508,-117.7254,United States,US,USA,California,,78229.0,1840019115
12866,Perris,Perris,33.7898,-117.2233,United States,US,USA,California,,78106.0,1840020557
12869,Schaumburg,Schaumburg,42.0308,-88.0838,United States,US,USA,Illinois,,78053.0,1840011319
12871,Kendall,Kendall,25.6697,-80.3556,United States,US,USA,Florida,,78007.0,1840014244
12880,Camarillo,Camarillo,34.223,-119.0321,United States,US,USA,California,,77795.0,1840019201
12887,Anniston,Anniston,33.6712,-85.8135,United States,US,USA,Alabama,,77690.0,1840006563
12890,Sumter,Sumter,33.9392,-80.393,United States,US,USA,South Carolina,,77626.0,1840015612
12894,Jonesboro,Jonesboro,35.8212,-90.6791,United States,US,USA,Arkansas,,77520.0,1840014507
12896,Hammond,Hammond,41.6168,-87.4909,United States,US,USA,Indiana,,77491.0,1840007092
12905,Carmichael,Carmichael,38.6318,-121.3263,United States,US,USA,California,,77358.0,1840017579
12912,Arlington Heights,Arlington Heights,42.0955,-87.9826,United States,US,USA,Illinois,,77283.0,1840011243
12917,Morgantown,Morgantown,39.6383,-79.9464,United States,US,USA,West Virginia,,77193.0,1840005647
12951,Wyoming,Wyoming,42.8908,-85.7066,United States,US,USA,Michigan,,76625.0,1840000374
12969,Pasco,Pasco,46.2506,-119.1305,United States,US,USA,Washington,,76398.0,1840019888
12982,Southfield,Southfield,42.4765,-83.2605,United States,US,USA,Michigan,,76196.0,1840002431
12993,Wausau,Wausau,44.962,-89.6459,United States,US,USA,Wisconsin,,76016.0,1840002163
12996,Rochester Hills,Rochester Hills,42.6645,-83.1563,United States,US,USA,Michigan,,75990.0,1840002429
13000,Loveland,Loveland,40.4166,-105.0623,United States,US,USA,Colorado,,75938.0,1840020152
13011,Alexandria,Alexandria,31.2923,-92.4702,United States,US,USA,Louisiana,,75835.0,1840013873
13023,Pittsburg,Pittsburg,38.0182,-121.8965,United States,US,USA,California,,75701.0,1840020282
13025,Hammond,Hammond,30.5061,-90.4563,United States,US,USA,Louisiana,,75688.0,1840013908
13027,South Jordan,South Jordan,40.557,-111.9784,United States,US,USA,Utah,,75617.0,1840021385
13029,Battle Creek,Battle Creek,42.2985,-85.2296,United States,US,USA,Michigan,,75608.0,1840003176
13030,Bethlehem,Bethlehem,40.6266,-75.3679,United States,US,USA,Pennsylvania,,75599.0,1840000986
13049,Apple Valley,Apple Valley,34.5352,-117.2109,United States,US,USA,California,,75311.0,1840021733
13064,Wheeling,Wheeling,40.0752,-80.6951,United States,US,USA,West Virginia,,75065.0,1840005510
13065,Flower Mound,Flower Mound,33.0343,-97.1146,United States,US,USA,Texas,,75050.0,1840022010
13073,Harrisonburg,Harrisonburg,38.4362,-78.8735,United States,US,USA,Virginia,,74901.0,1840003844
13081,Cedar Park,Cedar Park,30.5105,-97.8197,United States,US,USA,Texas,,74741.0,1840019572
13083,Oshkosh,Oshkosh,44.0227,-88.5619,United States,US,USA,Wisconsin,,74737.0,1840002246
13093,Winchester,Winchester,39.1735,-78.1746,United States,US,USA,Virginia,,74593.0,1840001623
13100,Ellicott City,Ellicott City,39.2774,-76.8345,United States,US,USA,Maryland,,74432.0,1840005802
13104,Pocatello,Pocatello,42.8724,-112.4647,United States,US,USA,Idaho,,74359.0,1840013376
13116,Hilton Head Island,Hilton Head Island,32.1896,-80.7499,United States,US,USA,South Carolina,,74248.0,1840016974
13119,Cherry Hill,Cherry Hill,39.9034,-74.9947,United States,US,USA,New Jersey,,74203.0,1840081685
13136,Mansfield,Mansfield,40.7656,-82.5275,United States,US,USA,Ohio,,74021.0,1840000960
13137,Woodbury,Woodbury,44.9057,-92.923,United States,US,USA,Minnesota,,74014.0,1840009998
13144,Lehi,Lehi,40.4136,-111.8725,United States,US,USA,Utah,,73911.0,1840020168
13152,Bolingbrook,Bolingbrook,41.6901,-88.1021,United States,US,USA,Illinois,,73807.0,1840011482
13158,Brick,Brick,40.06,-74.1099,United States,US,USA,New Jersey,,73745.0,1840081606
13159,Dale City,Dale City,38.6473,-77.3459,United States,US,USA,Virginia,,73716.0,1840006094
13162,Missouri City,Missouri City,29.563,-95.5365,United States,US,USA,Texas,,73682.0,1840020950
13181,Lake Jackson,Lake Jackson,29.0516,-95.4521,United States,US,USA,Texas,,73478.0,1840020980
13188,Altoona,Altoona,40.5082,-78.4007,United States,US,USA,Pennsylvania,,73374.0,1840001080
13209,Doral,Doral,25.8152,-80.3565,United States,US,USA,Florida,,73126.0,1840015148
13210,Owensboro,Owensboro,37.7575,-87.1172,United States,US,USA,Kentucky,,73115.0,1840014340
13243,Broomfield,Broomfield,39.9542,-105.0526,United States,US,USA,Colorado,,72697.0,1840018781
13246,Redlands,Redlands,34.0512,-117.1712,United States,US,USA,California,,72649.0,1840020412
13250,Cleveland,Cleveland,35.1817,-84.8707,United States,US,USA,Tennessee,,72589.0,1840014603
13263,Dothan,Dothan,31.2336,-85.407,United States,US,USA,Alabama,,72389.0,1840001518
13274,Redmond,Redmond,47.6763,-122.1169,United States,US,USA,Washington,,72166.0,1840019835
13282,Framingham,Framingham,42.3085,-71.4368,United States,US,USA,Massachusetts,,72089.0,1840003131
13290,Jackson,Jackson,35.6538,-88.8354,United States,US,USA,Tennessee,,71983.0,1840014528
13295,Janesville,Janesville,42.6854,-89.0135,United States,US,USA,Wisconsin,,71907.0,1840002467
13329,Mansfield,Mansfield,32.569,-97.1213,United States,US,USA,Texas,,71375.0,1840020702
13337,Waukesha,Waukesha,43.0087,-88.2464,United States,US,USA,Wisconsin,,71307.0,1840003008
13353,Wenatchee,Wenatchee,47.436,-120.3295,United States,US,USA,Washington,,71119.0,1840021074
13357,Daytona Beach,Daytona Beach,29.1995,-81.0982,United States,US,USA,Florida,,71041.0,1840015068
13358,Castle Rock,Castle Rock,39.3763,-104.8535,United States,US,USA,Colorado,,71037.0,1840022455
13367,San Marcos,San Marcos,29.8734,-97.9356,United States,US,USA,Texas,,70864.0,1840022188
13371,Union City,Union City,37.6032,-122.0181,United States,US,USA,California,,70828.0,1840021539
13384,Eldersburg,Eldersburg,39.4041,-76.9528,United States,US,USA,Maryland,,70639.0,1840005698
13387,Conway,Conway,35.0753,-92.4692,United States,US,USA,Arkansas,,70555.0,1840014598
13403,Rocklin,Rocklin,38.8075,-121.2489,United States,US,USA,California,,70317.0,1840020232
13407,Sheboygan,Sheboygan,43.7403,-87.7316,United States,US,USA,Wisconsin,,70234.0,1840002628
13408,Casas Adobes,Casas Adobes,32.3423,-111.0113,United States,US,USA,Arizona,,70224.0,1840018108
13409,St. Charles,St. Charles,38.7954,-90.5157,United States,US,USA,Missouri,,70218.0,1840009719
13436,Maple Grove,Maple Grove,45.1089,-93.4626,United States,US,USA,Minnesota,,69900.0,1840008923
13440,Walnut Creek,Walnut Creek,37.9024,-122.0399,United States,US,USA,California,,69876.0,1840021531
13441,Dublin,Dublin,37.7161,-121.8963,United States,US,USA,California,,69818.0,1840018916
13442,North Richland Hills,North Richland Hills,32.8604,-97.218,United States,US,USA,Texas,,69817.0,1840020703
13449,Gary,Gary,41.5905,-87.3473,United States,US,USA,Indiana,,69739.0,1840008194
13450,Glen Burnie,Glen Burnie,39.156,-76.6071,United States,US,USA,Maryland,,69739.0,1840005917
13452,Bristol,Bristol,36.5572,-82.2154,United States,US,USA,Tennessee,,69734.0,1840013301
